issuer_name,surrogate_rows,source_row_ids,pool_ids,exit_type,exit_type_counts,max_confidence,max_source_coverage_score,max_continued_function_evidence_score,formal_event_examples,continued_function_examples,gold_standard_overlap,gold_case_id,gold_final_label,needs_human_review
北京控股集团有限公司,1,sch_20260630_0129,harvest_0129,nominal_exit,nominal_exit:1,medium,3,3,款等金融相关业务。地方 政府（或相关部门）作为出资人仅以出资额为限承担有限责任，相关举借债务由 发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不承担 政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方政府债务。举借 该期债务募集资金用途符合国办发[2018]101 号文等文件支持的相关领域，符合 党中央,"人拨付国有资本经营预算资金共计20,600 万元。其中：2019 年8 月16 日，北京市国资委下发《北京市人民政府国有资产 监督管理委员会关于拨付北控集团城市基础设施技术创新平台建设项目2019 年 --- page 7 --- 7 国有资本经营预算资金的通知》，向发行人拨付2019 年国有资本经营预算安排资",false,,,true
南京市交通建设投资控股(集团)有限责任公司,1,sch_20260630_0052,harvest_0052,nominal_exit,nominal_exit:1,medium,3,2,保。 发行人承诺，地方政府（或相关部门）作为出资人仅以出资额为限承担有限 责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息 披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属 于地方政府债务。 二、历史沿革 南京市交通建设投资控股（集团）有限责任公司（以下简称“交通集团”）成,",674.06 -301,325.94 5 南京交控万物城市运营服务有限公司 3,022,263.97 1,022,263.97 6 华夏南京交通高速公路封闭式基础设施证券投资基金 2,739,885,820.92 13,885,821.64 7 南京低空飞行服务管理有限公司 18,751,750.21 -1,248,249.",true,sch_20260630_0052,nominal_exit,true
南京江宁交通建设集团有限公司,1,sch_20260630_0144,harvest_0144,nominal_exit,nominal_exit:1,medium,3,2,经营活动） 江宁区国有资产监督管理办公室作为出资人仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机 制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方 政府债务。 截至本募集说明书签署日： （一）发行人合并范围内不存在“名股实债”的情况； （二）发行人所,苏源大道58-8号。 法定代表人：王峻峰。 经营期限：2012-03-15 至 无固定期限。 2、公司的业务性质和主要经营活动 本公司经营范围包括：交通基础设施投资开发、设计、建设、管理、监理；市政基础设施投资、 建设、管理；建筑工程施工、监理；建筑材料、工程材料、工程机械、汽车销售；水利基础设施的 开发、投资、规划、,false,,,true
南京江宁科学园发展集团有限公司,1,sch_20260630_0075,harvest_0075,nominal_exit,nominal_exit:1,medium,3,2,发行人承诺：江宁区国有资产监督管理办公室作为出资人仅以出资额为限承 担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健 全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依 法不属于地方政府债务。 发行人合法合规性说明： （1）发行人及其子公司不存在“名股实债”； （2）发行人涉及的土地,"发区管理委员会出资104,106.98 万元,占注册资本的37.85%。 公司住所：南京江宁科学园诚信大道2211 号；法定代表人：方后青。 公司经营范围：基础设施建设及土地开发；水利工程建设；经济项目开发；综合技术、信息开发 服务；建材生产、销售；技术贸易、中介服务；物业管理服务；房屋租赁；场地租赁；管道租赁。 附注二",false,,,true
南京高淳国有资产经营控股集团有限公司,1,sch_20260630_0160,harvest_0160,nominal_exit,nominal_exit:1,medium,3,2,诺：高淳区人民政府国有资产监督管理办公室作为出资人仅以出资额 为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一 步健全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依 法不属于地方政府债务。 发行人业务开展合法合规性情况如下： --- page 34 --- 南京高淳国有资产经,公司名称 主要 经营地 注册 资本(万 元) 经营范围 持股比 例(%) 备注 南京阳江永丰建设发展 有限公司 南京高淳 20000 市政基础设施工程建设；生态农业项目开发；土地整理工程规划设计；房 屋建筑工程、景观工程、园林绿化工程施工；自有房屋租赁；机械设备租 赁；农业旅游项目开发；旅游产品开发；水产,false,,,true
南通产业控股集团有限公司,1,sch_20260630_0074,harvest_0074,nominal_exit,nominal_exit:1,medium,3,2,批准后方可开展经营活动）。 南通市人民政府作为出资人仅以出资额为限承担有限责任，相关举借债务由 发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不承担 政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方政府债务。 发行人不存在“名股实债”情况。 发行人主营业务中涉及土地开发整理业务和保障性安居住房等业务，,"集团有限公司成立于2011 年12 月15 日，目前注册资本为 80,000.00 万元，注册地址为南通市苏锡通科技产业园区江成路1088 号，经营范 围为农村基础设施开发、建设；地基与基础工程施工；建筑工程施工；房屋拆除 服务；物业管理服务；资产管理；市政工程设计、施工、维护；建材销售；蔬菜、 水果、谷物、花卉种植、销售；实",false,,,true
南通城市建设集团有限公司,1,sch_20260630_0089,harvest_0089,nominal_exit,nominal_exit:1,medium,3,2,：南通 市人民政府国有资产监督管理委员会作为出资人仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机 制，公司不承担政府融资职能，自2015年1月1日起新增债务依法不属于地方政府 债务。 二、历史沿革 （一）发行人历史沿革 发行人成立于2012年12月7日，是由南通市人民政府国,监督站、市墙体材料革新与建筑节能管理办公室、 市散装水泥办公室的相关房产评估作价注入城建集团；（6）条件成熟时，将城市绿化 带中的建筑物和绿化用地及其他一些城市基础设施评估作价注入城建集团；（7）燃气 公司和自来水公司股权从南通国有资产投资控股有限公司（以下简称南通国投公司） 划入城建集团。 2014 年，本公司以资本公积转增,false,,,true
合肥北城建设投资(集团)有限公司,1,sch_20260630_0125,harvest_0125,nominal_exit,nominal_exit:1,medium,3,2,营活 动）。 长丰县国有资产管理办公室作为出资人仅以出资额为限承担有限责任，相关 债务由地方国有企业作为独立法人负责偿还。发行人将进一步健全信息披露机 制，公司不承担政府融资职能，自2015年1月1日起新增债务依法不属于地方政府 债务。 发行人业务合法合规性情况如下： （1）发行人不存在“名股实债”的情况； （2）发行人主营业务主要,"重大事项，并仔细阅读本募集说明书中“风险因素”等有 关章节。 一、发行人主体提示 （一）核心风险提示 1、未来收入具有不确定性的风险 发行人是长丰县最重要的城市基础设施建设主体之一，其主营业务收入中， 代建项目收入占比很高。近三年及一期，发行人营业收入分别为319,435.92万元、 440,917.69万元、744,357.",false,,,true
吉安市城市建设投资开发有限公司,1,sch_20260630_0108,harvest_0108,nominal_exit,nominal_exit:1,medium,3,2,区城南吉安城控大厦 6 楼 吉安市人民政府作为出资人仅以出资额为限承担有限责任，相关举借债务 由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不 承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 1、发行人及其并表子公司不存在“名股实债”的情况。 2、发行人及其并表子公司主营业务中,吉州区北京路 18 号吉安市城市发展总部经济大厦 统一社会信用代码：91360800723903449K 法定代表人：卢愉 1.2 公司经营范围 经营范围：城市基础设施项目投资建设；土地整理开发；城市其它有形、无形资产的开 发经营；城市建设项目投资、服务；水利设施基本建设综合配套项目。（依法须经批准的项 目，经相关部门批准后方,true,expand_jx_jian_chengtou,nominal_exit,true
嘉兴市嘉秀发展投资控股集团有限公司,3,sch_20260630_0068; sch_20260630_0076; sch_20260630_0091,harvest_0068; harvest_0076; harvest_0091,nominal_exit,nominal_exit:3,medium,3,2,。 嘉兴市人民政府国有资产监督管理委员会作为出资人仅以出资额为限承担 有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全 信息披露机制，公司不承担政府融资职能，自2015年1月1日起新增债务依法不属 于地方政府债务。 本所认为，发行人及其合并范围内的子公司经营范围、业务、主要在建工程 合法合规，符合国家相关政策。 | 。 嘉兴市人民政府国有资产监督管理委员会作为出资人仅以出资额为限承担 有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全 信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法 不属于地方政府债务。 二、发行人基本情况、历史沿革和股本变动情况 （一）发行人基本情况 发行人是经嘉兴市人,"元 实缴资本 人民币 100,000.00 万元 企业类型 有限责任公司（非自然人投资或控股的法人独资） 经营范围 对授权经营的国有资产进行资本运作、经营管理；基础设施投资、 开发、建设，土地整理；河道疏浚，城乡供水管网建设，企业管理 服务。（依法须经批准的项目，经相关部门批准后方可开展经营活 动） 设立日期 2010-01- | 资产中占比较高，主要系发行人经营的代 建项目放在存货科目中。发行人存在存货占总资产比例较大的风险。 2、市场竞争风险 发行人的业务具有明显区域性特点，在涉足城市基础设施、保障性住房建设 和租赁主要板块业务中，公司在区域内均具有一定竞争优势地位，竞争压力较小， 但公司仍面临着一定的市场风险。随着未来行业政策逐步放开，市场参与者不",true,sch_20260630_0068,nominal_exit,true
嘉兴科技城投资发展集团有限公司,1,sch_20260630_0042,harvest_0042,nominal_exit,nominal_exit:1,medium,3,2,。 嘉兴市人民政府国有资产监督管理委员会作为出资人仅以出资额为限承担 有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健 全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依 法不属于地方政府债务。 （二）发行人及合并范围子公司业务合法合规性情况 发行人及合并范围子公司不存在违反其他法律法,"月，发行人经营性现金流量净额-98,054.60 万元，较去年同期的 -54,052.35 万元同比大幅减少44,002.25 万元，减幅81.41%，主要系基础设施建设 支出增加，往来款支出增加所致。 2026 年1-3 月发行人营业收入5,430.26 万元，较去年同期的25,256.02 万元 同比大幅减少19,825",true,sch_20260630_0013,nominal_exit,true
嘉善县高新科技园区建设投资有限公司,1,sch_20260630_0058,harvest_0058,nominal_exit,nominal_exit:1,medium,3,3,发行人承诺：嘉善经济技术开发区管委会作为出资人仅以出资额为限承担有 限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信 息披露机制，发行人不承担政府融资职能，自2015 年1 月1 日起新增债务依法 不属于地方政府债务。 二、发行人历史沿革 （一）发行人设立 发行人成立于2002 年11 月15 日，由嘉善县生,"000.00 城镇棚户区改造（惠民街 道惠园二期项目）补助 1,600,000.00 1,060,534.58 539,465.42 省级三农新型基础设施试 点项目财政奖补资金 11,000,000.00 11,000,000.00 合计 40,880,976.00 13,794,756.3",true,sch_20260630_0035,nominal_exit,true
天津北辰经济技术开发区集团有限公司,1,sch_20260630_0134,harvest_0134,nominal_exit,nominal_exit:1,medium,3,2,。 发行人承诺：北辰经济技术开发区管委会作为出资人仅以出资额为限承担 有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健 全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依 法不属于地方政府债务。 二、发行人历史沿革 1、1993 年6 月5 日，根据1993 年2 月20 日天津市人民,"2021-2023 年度财务报表附注 本报告书共103 页第54页 组合内容 2023 年12 月31 日 其他应收款 理由 天津市北辰城市基础设施建设投资有限责任 公司 137,000,000.00 无不可收回风险 天津盛创投资有限公司 6,572,906.91 无不可收回风险 天津兴创辰发企",false,,,true
天津津南城市建设投资有限公司,3,sch_20260630_0085; sch_20260630_0097; sch_20260630_0118,harvest_0085; harvest_0097; harvest_0118,nominal_exit,nominal_exit:3,medium,3,2,津市津南区人民政府国有资产监督管理委员会作为出资人仅以出资额为 限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进 一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增 债务依法不属于地方政府债务。 发行人及合并范围内子公司不存在名股实债情形。 发行人主营业务涉及基础设施建设、保 | 津市津南区人民政府国有资产监督管理委员会作为出资人仅 以出资额为限承担有限责任，相关举借债务由发行人作为独立法人负 责偿还。发行人将进一步健全信息披露机制，公司不承担政府融资职 能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 发行人主要业务板块如下： （1）委托代建业务 委托代建业务是发行人的主要业务，作为天,关的经济利益很可能流入企业； （2）该固定资产的成本能够可靠地计量。 2．固定资产分类 根据本公司实际情况确定固定资产类别，包括：房屋及建筑物、工业园区及示范镇基础设施、 机器设备、运输设备、办公及电子设备等。 3．折旧方法 固定资产折旧采用年限平均法分类计提，根据固定资产类别、预计使用寿命和预计净残值率确 定折旧率。如固定资,true,expand_tj_jinnan_chengtou,nominal_exit,true
如东县东泰社会发展投资有限责任公司,1,sch_20260630_0073,harvest_0073,nominal_exit,nominal_exit:1,medium,3,3,活动） 15、承诺：如东县投资管理办公室作为出资人仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机 制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方 政府债务。 16、发行人业务的合法合规性： （1）发行人及下属子公司不存在“名股实债”问题。 （2）发,"东县投资管理办公 室。 2、公司的业务性质和主要经营活动 本公司经营范围包括：政府授权范围内的国有资产经营与管理；对国家产业政策允许的行业及 市政、交通、港口等基础设施的筹资、投资和建设；土地复垦、土地整理、土地储备、土地开发经 营；建筑材料、机电设备、风电设备批发、零售。房地产开发。(依法须经批准的项目,经相关部门 批准后方",false,,,true
安徽省宁国建设投资集团有限公司,1,sch_20260630_0173,harvest_0173,nominal_exit,nominal_exit:1,medium,3,2,动）。 宁国经济技术产业开发区管理委员会作为出资人仅以出资额为限承担有限 责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息 披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属 于地方政府债务。 发行人业务合法合规情况： （1）发行人及其合并范围内子公司不存在“名股实债”的情况； （2,5 月9 日，住所为宁国经济 技术开发区染坊路投资服务中心十一楼，经营范围为宁国经济技术开发区内的土 地开发及道路交通、园林绿化、房地产开发、安置房及标准化厂房基础设施建设、 建材销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动） （二）发行人是非金融企业 发行人的经营范围为：宁国经济技术开发区内的土地开发及道路交,false,,,true
宜昌城发实业投资有限公司,1,sch_20260630_0071,harvest_0071,nominal_exit,nominal_exit:1,medium,3,2,至公司1；2026 年1 月， 城发控股向公司注资3.00 亿元。同时，公司作为城发控股下属唯一的产业投资与实业运营主体， 承担城发控股实体产业培育、资本运营及市场化转型的核心任务，未来仍将在优质资产、资金注 入及优质资源配置等方面给予公司持续支持。公司当前业务涵盖商品销售、电线电缆研发生产、 建筑施工等领域。2023~2024,资活动；旅游开发项目策划咨询；酒店管理；露营地服务； 会议及展览服务；旅客票务代理；物业管理；停车场服务；污水处理及其再生利 用；新兴能源技术研发；电动汽车充电基础设施运营；环保咨询服务；节能管理 服务；无船承运业务；从事国际集装箱船、普通货船运输；道路货物运输站经营； 供应链管理服务；成品油批发（不含危险化学品）；建筑材料销,false,,,true
宿州市城市建设投资集团(控股)有限公司,2,sch_20260630_0064; sch_20260630_0112,harvest_0064; harvest_0112,nominal_exit,nominal_exit:2,medium,3,3,司二级市场股票投资。 宿州市人民政府仅作为出资人仅以出资额为限承担有限责任，相关债务由地 方国有企业作为独立法人负责偿还。 发行人将进一步健全信息披露机制，公司不承担政府融资职能，自2015年1 月1日起新增债务依法不属于地方政府债务。 发行人已按照《银行间债券市场非金融企业债务融资工具募集资金用途管理 --- page 29 - | 市场股票投资。 宿州市人民政府仅作为出资人仅以出资额为限承担有限责任， 相关债务由地方国有 企业作为独立法人负责偿还。 发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 发行人已按照《银行间债券市场非金融企业债务融资工具募集资金用途管理规程》 的规定，,具体方法 (1)商品销售收入 商品销售收入属于在某一时点履行的履约义务，在客户领用、已收取价款或取得收款权 利且相关的经济利益很可能流入时确认收入。 (2)市政基础设施收入 市政基础设施收入属于在某一时点内履行的履约义务，根据公司、子公司分别与宿州市 人民政府、宿州市埇桥区人民政府签订的《城市基础设施项目建设回购协议》，在市政,true,expand_ah_suzhou_chengtou,nominal_exit,true
山西建设投资集团有限公司,1,sch_20260630_0101,harvest_0101,nominal_exit,nominal_exit:1,medium,3,2,经营活动） 山西省人民政府和山西省财政厅作为出资人仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露 机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地 --- page 30 --- 山西建设投资集团有限公司2026 年度第三期超短期融资券基础募集说明,资与开发、国际经济与贸易、金融投资管理以及专业技术服务业。营业执照规 定经营范围：建筑施工，工程总承包，各类建筑工程施工总承包和专业承包；建筑科研 与设计；城市基础设施投资与建设；房地产开发经营；房地产咨询；物业服务；自有 房地产经营活动；装配式建筑、市政设施构件的生产、经营及销售；新型建材与装配式 内装修部品的生产、经营及销,false,,,true
常州天宁建设发展集团有限公司,1,sch_20260630_0113,harvest_0113,nominal_exit,nominal_exit:1,medium,3,2,内承担国 有资产保值增值职责。常州市政府作为出资人仅以出资额为限承担有限责任，相 关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制， 公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方政府 债务。 发行人经营范围：城市建设项目的投资及经营管理，投资咨询，资产经营管 理；金属材料、五金、交,管理的主体。公司的业务区域主要为常州市天宁区，主营业务包括 五大板块：一是商品销售业务；二是普通商品住宅房销售业务；三是安置房销售业务；四 是污水处理业务；五是基础设施建设业务。除此之外，公司还负责常州市天宁区土地一级 开发、教育等业务。 截至本法律意见书出具之日，发行人的商品房开发业务和安置房开发业务依法合规经 营，履行政策,true,sch_20260630_0057,nominal_exit,true
