issuer_name,surrogate_rows,source_row_ids,pool_ids,exit_type,exit_type_counts,max_confidence,max_source_coverage_score,max_continued_function_evidence_score,formal_event_examples,continued_function_examples,gold_standard_overlap,gold_case_id,gold_final_label,needs_human_review
伊犁州国有资产投资经营有限责任公司,2,sch_20260630_0117; sch_20260630_0169,harvest_0117; harvest_0169,nominal_exit,nominal_exit:2,medium,3,3,，政府不会通过财政资金 直接偿还该笔债务。发行人不存在政府承诺将储备土地预期出让收入作为融资平台 公司偿债资金来源的行为。发行人将进一步健全信息披露制度，发行人不承担政府 融资职能，自 2015 年 1 月 1 日起发行人新增债务依法不属于地方政府债务。 本期短期融资券募集资金用于符合国家法律法规及政策要求的企业生产经营 活动；发行人,，主要为粮油产品的收储贸 易业务；二是内销板块，主要为各类产品的贸易业务；三是租赁板块，包括草原租 赁和厂房租赁等；四是房产销售及工程项目板块，包括保障房业务和基础设施建设 业务。随着政府项目从垄断逐步走向市场化，一部分有实力的企业与公司在资源、 市场、人才方面的竞争将更加激烈，从而对公司未来的经营发展带来一定的不利影 响。,true,sch_20260630_0117,nominal_exit,true
六安城市建设投资有限公司,1,sch_20260630_0090,harvest_0090,nominal_exit,nominal_exit:1,medium,3,3,隐性债务。 六安市国有资产监督管理委员会作为出资人仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机 制，公司不承担政府融资职能，自2015年1月1日起新增债务依法不属于地方政府 债务。 二、发行人历史沿革 六安城市建设投资有限公司根据安徽省六安行署《关于成立六安城市建设投 资有限公,下重大事项，并仔细阅读本募集说明书中“风险提示及说明” 等有关章节。 一、发行人核心风险提示 1.发行人未来投资金额较大的风险 公司作为六安市政府批准成立的城市基础设施建设投资运营唯一主体，投资 经营项目以六安市城市基础设施建设为主，项目建设周期长，资金需求量大。根 据计划，公司目前在建工程总投资 521.26 亿元，已完成投,true,expand_ah_luan_chengtou,nominal_exit,true
北京亦庄国际投资发展有限公司,2,exp2_20260703_0022; exp2_20260703_0023,harvest_0195; harvest_0196,nominal_exit,nominal_exit:2,medium,3,3,集资金不用于公司融资租赁板块相关业务。募集资金不用于涉及非经营性项目的融资行为，不用于归还涉及非经营性项目的金融机构贷款，不投放于还款来源主要依靠政府性资金的非经营性项目建设。募集资金投向合法合规，符合有关地方政府性债务管理的相关文件要求，不会增加政府债务规模，不会划转给政府或财政使用，政府不会通过财政资金直接偿还所投放项目的本金及利息。发行人承诺举借该期债务募集资金用途符合国办发[2018]101号文等文件支持的相关领域，符合党中央、 | 集资金不用于公司融资租赁板块相关业务。募集资金不用于涉及非经营性项目的融资行为，不用于归还涉及非经营性项目的金融机构贷款，不投放于还款来源主要依靠政府性资金的非经营性项目建设。募集资金投向合法合规，符合有关地方政府性债务管理的相关文件要求，不会增加政府债务规模，不会划转给政府或财政使用，政府不会通过财政资金直接偿还所投放项目的本金及利息。发行人承诺举借该期债务募集资金用途符合国办发[2018]101号文等文件支持的相关领域，符合党中央、,"44 35 28 ③融资租赁业务行业分布情况 截至2025年末，融资租赁客户的行业分布情况如下： 表：融资租赁业务行业分布情况表 单位：万元 行业 金额 占比 基础设施公用事业 204,150.14 75.24% 高端汽车与新能源 28,211.58 10.40% 融资租赁同业 21,949.09 8.09% 生物医药 6,3",false,,,true
北京市海淀区国有资本运营有限公司,2,exp_20260703_0015; exp_20260703_0018,harvest_0183; harvest_0184,nominal_exit,nominal_exit:2,medium,3,2,010-88852956 海淀区政府作为出资人仅以出资额为限承担有限责任，相关举借债务由发行 人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不承担政府 融资职能，自2015年1月1日起新增债务依法不属于地方政府债务。 截至本募集说明书签署日，发行人不存在名股实债的情形；发行人土地开发 整理业务、基础设施建设业务、 | 码： 010-88852956 海淀区政府作为出资人仅以出资额为限承担有限责任，相关举借债务由发行 人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不承担政府 融资职能，自2015年1月1日起新增债务依法不属于地方政府债务。 截至本募集说明书签署日，发行人不存在名股实债的情形；发行人土地开发 整理业务、基础设施建设业务、保,"京 房地产开发 152,062.79 87.04 87.04 同一控制下 的企业合并 4 北京海融达投资建设有限 公司 二 级 境内非金融 子企业 北京 北京 基础设施建设 3,800.00 100.00 100.00 其他 5 北京中海投资管理公司 二 级 境内非金融 子企业 北京 北京 投资管理 50,000.00 100",false,,,true
北京未来科学城发展集团有限公司,1,sch_20260630_0051,harvest_0051,nominal_exit,nominal_exit:1,medium,3,3,借债务符合有关地方政府性债务管理的相关文件要求，地方政府（或相关 部门）作为出资人仅以出资额为限承担有限责任，相关举借债务由发行人作为 独立法人负责偿还。发行人不承担政府融资职能，本次新增债务依法不属于地 方政府债务。本次中期票据（项目收益）将开设资金专户（包括资金用途监管 账户和偿债资金监管账户），如变更募集资金用途，将及时披露相,规禁止经营的业务，发行人融资行为未因经营范围、业 务原因受到限制。 根据发行人的承诺、说明并经核查，截至本法律意见书出具之日： （1）发行人的土地整理业务、基础设施建设业务、安置房业务、房地产开 发业务运营合法合规，符合国家政策要求，承建项目已取得各建设时点必要的 建设项目审批手续，均签订了合法合规且要素清晰的合同或协议。,true,sch_20260630_0051,nominal_exit,true
南京市交通建设投资控股(集团)有限责任公司,1,sch_20260630_0052,harvest_0052,nominal_exit,nominal_exit:1,medium,3,2,保。 发行人承诺，地方政府（或相关部门）作为出资人仅以出资额为限承担有限 责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息 披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属 于地方政府债务。 二、历史沿革 南京市交通建设投资控股（集团）有限责任公司（以下简称“交通集团”）成,",674.06 -301,325.94 5 南京交控万物城市运营服务有限公司 3,022,263.97 1,022,263.97 6 华夏南京交通高速公路封闭式基础设施证券投资基金 2,739,885,820.92 13,885,821.64 7 南京低空飞行服务管理有限公司 18,751,750.21 -1,248,249.",true,sch_20260630_0052,nominal_exit,true
南京江北新城投资发展有限公司,2,exp2_20260703_0009; exp2_20260703_0010,harvest_0191; harvest_0192,nominal_exit,nominal_exit:2,medium,3,3,，南京浦口高新技术产业开发区管理委员会作为出资人仅以出资 额为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将 进一步健全信息披露机制，发行人不承担政府融资职能，自2015 年1 月1 日起 新增债务依法不属于地方政府债务。 截至本募集说明书签署日，发行人及下属子公司注册资本中不存在“名股实 债”的情形。 发行人的,"号文 指 《关于规范金融企业对地方政府和国有企业投融资行为有 关问题的通知》（财金〔2018〕23号） 国办发〔2018〕101号文 指 《国务院办公厅关于保持基础设施领域补短板力度的指导 意见》（国办发〔2018〕101号） “六真”原则 指 “真公司、真资产、真项目、真支持、真偿债、真现金流” 原则 中国/境内 指 中华人 | 万元和1,942,379.93万元，占负债总额的比例分别 为73.28%、73.53%、65.75%和62.11%，发行人负债构成中有息负债余额占比较 高。由于基础设施项目建设投入资金量大，资金回收周期长，发行人需要通过融 资满足资金量的需求，近年来在负债总额中的占比不断上升，发行人面临有息负 债余额较高的有息负债风险。 2、",true,exp2_20260703_0009,nominal_exit,true
南京江宁交通建设集团有限公司,1,sch_20260630_0144,harvest_0144,nominal_exit,nominal_exit:1,medium,3,2,经营活动） 江宁区国有资产监督管理办公室作为出资人仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机 制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方 政府债务。 截至本募集说明书签署日： （一）发行人合并范围内不存在“名股实债”的情况； （二）发行人所,苏源大道58-8号。 法定代表人：王峻峰。 经营期限：2012-03-15 至 无固定期限。 2、公司的业务性质和主要经营活动 本公司经营范围包括：交通基础设施投资开发、设计、建设、管理、监理；市政基础设施投资、 建设、管理；建筑工程施工、监理；建筑材料、工程材料、工程机械、汽车销售；水利基础设施的 开发、投资、规划、,false,,,true
南京江宁科学园发展集团有限公司,1,sch_20260630_0075,harvest_0075,nominal_exit,nominal_exit:1,medium,3,2,发行人承诺：江宁区国有资产监督管理办公室作为出资人仅以出资额为限承 担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健 全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依 法不属于地方政府债务。 发行人合法合规性说明： （1）发行人及其子公司不存在“名股实债”； （2）发行人涉及的土地,"发区管理委员会出资104,106.98 万元,占注册资本的37.85%。 公司住所：南京江宁科学园诚信大道2211 号；法定代表人：方后青。 公司经营范围：基础设施建设及土地开发；水利工程建设；经济项目开发；综合技术、信息开发 服务；建材生产、销售；技术贸易、中介服务；物业管理服务；房屋租赁；场地租赁；管道租赁。 附注二",false,,,true
南京牛首山文化旅游集团有限公司,1,exp5_20260703_0025,harvest_0207,nominal_exit,nominal_exit:1,medium,3,3,所受债务和融资管控将进一 步加强。 政策导向支持地方政府通过并购重组、注入资产等方式，逐步剥离融资平台政府融资功能，转型为市场化企业， 近年来城投企业退平台和市场化转型步伐加快，退平台企业数量持续增加。长期来看，无实业支撑的投融资平 --- page 7 --- 6 台的发展空间受限，城投企业需提高自身收入、造血能力,经营性现金净流入量 亿 资产负债率【1 权益资本刚胜债务〔1 长短期债务比［] 短期刚胜债务现金覆盖率［] 发行人本次评级模型分析表 适用评级方法与模型 城市基础设施投资企业评级方法与模型 评级要素 ｝ 风险程度 a＋ 扩 业务风险 贝才务风险 初始信用级别 ｝合计调整 个休信用 调整lk ］素 其中 ① 因素 ②表州州素,false,,,true
南京高淳国有资产经营控股集团有限公司,1,sch_20260630_0160,harvest_0160,nominal_exit,nominal_exit:1,medium,3,2,诺：高淳区人民政府国有资产监督管理办公室作为出资人仅以出资额 为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一 步健全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依 法不属于地方政府债务。 发行人业务开展合法合规性情况如下： --- page 34 --- 南京高淳国有资产经,公司名称 主要 经营地 注册 资本(万 元) 经营范围 持股比 例(%) 备注 南京阳江永丰建设发展 有限公司 南京高淳 20000 市政基础设施工程建设；生态农业项目开发；土地整理工程规划设计；房 屋建筑工程、景观工程、园林绿化工程施工；自有房屋租赁；机械设备租 赁；农业旅游项目开发；旅游产品开发；水产,false,,,true
南通产业控股集团有限公司,1,sch_20260630_0074,harvest_0074,nominal_exit,nominal_exit:1,medium,3,2,批准后方可开展经营活动）。 南通市人民政府作为出资人仅以出资额为限承担有限责任，相关举借债务由 发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不承担 政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方政府债务。 发行人不存在“名股实债”情况。 发行人主营业务中涉及土地开发整理业务和保障性安居住房等业务，,"集团有限公司成立于2011 年12 月15 日，目前注册资本为 80,000.00 万元，注册地址为南通市苏锡通科技产业园区江成路1088 号，经营范 围为农村基础设施开发、建设；地基与基础工程施工；建筑工程施工；房屋拆除 服务；物业管理服务；资产管理；市政工程设计、施工、维护；建材销售；蔬菜、 水果、谷物、花卉种植、销售；实",false,,,true
南通城市建设集团有限公司,1,sch_20260630_0089,harvest_0089,nominal_exit,nominal_exit:1,medium,3,2,：南通 市人民政府国有资产监督管理委员会作为出资人仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机 制，公司不承担政府融资职能，自2015年1月1日起新增债务依法不属于地方政府 债务。 二、历史沿革 （一）发行人历史沿革 发行人成立于2012年12月7日，是由南通市人民政府国,监督站、市墙体材料革新与建筑节能管理办公室、 市散装水泥办公室的相关房产评估作价注入城建集团；（6）条件成熟时，将城市绿化 带中的建筑物和绿化用地及其他一些城市基础设施评估作价注入城建集团；（7）燃气 公司和自来水公司股权从南通国有资产投资控股有限公司（以下简称南通国投公司） 划入城建集团。 2014 年，本公司以资本公积转增,false,,,true
厦门金圆投资集团有限公司,1,sch_20260630_0004,harvest_0004,nominal_exit,nominal_exit:1,medium,3,3,行业领域；本次债务融资工具募集资金使用符合公司营业范围规定的业务范畴、不超范围使用资金，不存在重复匡算用途的情形。发行人募集资金用途符合国办发〔2018〕101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务，不涉及虚假化解或新增政府隐性债务规模，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人募集资金投向不用于体育中心、艺术馆、博物馆、图书馆等,类投资、项目资本金出资；不用于发放委托贷款、小额贷款、保理、夹层融资、 转贷等；不通过收购不良资产、融资租赁项目投放等形式，以直接或间接的方式 将资金投向城市基础设施建设、非经营性项目建设运营、房地产、两高一剩等行 业领域；本次债务融资工具募集资金使用符合公司营业范围规定的业务范畴、不 超范围使用资金，不存在重复匡算用途的情,false,,,true
台州市椒江区社会事业发展集团有限公司,1,exp5_20260703_0004,harvest_0205,nominal_exit,nominal_exit:1,medium,3,2,务，不会用于非经营性资 产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。 发行人的控股股东及实际控制人未有将公司股权进行质押的情况。发行人不 承担政府融资职能，自2015 年1 月1 日起其新增债务依法不属于地方政府债务。 台州市椒江区国有资产投资有限公司作为出资人仅以出资额为限承担有限责任， 相关举借债务由发行,"统一社会信用代码91331002693877154B 号营业执照。公司住所：台州市市府大道东段 201 号1501 室，法定代表人：雷加强。公司经营范围：承担基础设施项目的建设、投 资、运营、维护、管理；土地综合开发利用、整理；国家法律、法规及政策允许的投 资业务。 公司成立时注册资本为人民币10,000.00 万元，由原",false,,,true
合肥北城建设投资(集团)有限公司,1,sch_20260630_0125,harvest_0125,nominal_exit,nominal_exit:1,medium,3,2,营活 动）。 长丰县国有资产管理办公室作为出资人仅以出资额为限承担有限责任，相关 债务由地方国有企业作为独立法人负责偿还。发行人将进一步健全信息披露机 制，公司不承担政府融资职能，自2015年1月1日起新增债务依法不属于地方政府 债务。 发行人业务合法合规性情况如下： （1）发行人不存在“名股实债”的情况； （2）发行人主营业务主要,"重大事项，并仔细阅读本募集说明书中“风险因素”等有 关章节。 一、发行人主体提示 （一）核心风险提示 1、未来收入具有不确定性的风险 发行人是长丰县最重要的城市基础设施建设主体之一，其主营业务收入中， 代建项目收入占比很高。近三年及一期，发行人营业收入分别为319,435.92万元、 440,917.69万元、744,357.",false,,,true
吉安市城市建设投资开发有限公司,1,sch_20260630_0108,harvest_0108,nominal_exit,nominal_exit:1,medium,3,2,区城南吉安城控大厦 6 楼 吉安市人民政府作为出资人仅以出资额为限承担有限责任，相关举借债务 由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不 承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 1、发行人及其并表子公司不存在“名股实债”的情况。 2、发行人及其并表子公司主营业务中,吉州区北京路 18 号吉安市城市发展总部经济大厦 统一社会信用代码：91360800723903449K 法定代表人：卢愉 1.2 公司经营范围 经营范围：城市基础设施项目投资建设；土地整理开发；城市其它有形、无形资产的开 发经营；城市建设项目投资、服务；水利设施基本建设综合配套项目。（依法须经批准的项 目，经相关部门批准后方,true,expand_jx_jian_chengtou,nominal_exit,true
嘉兴市嘉秀发展投资控股集团有限公司,3,sch_20260630_0068; sch_20260630_0076; sch_20260630_0091,harvest_0068; harvest_0076; harvest_0091,nominal_exit,nominal_exit:3,medium,3,2,。 嘉兴市人民政府国有资产监督管理委员会作为出资人仅以出资额为限承担 有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全 信息披露机制，公司不承担政府融资职能，自2015年1月1日起新增债务依法不属 于地方政府债务。 本所认为，发行人及其合并范围内的子公司经营范围、业务、主要在建工程 合法合规，符合国家相关政策。 | 。 嘉兴市人民政府国有资产监督管理委员会作为出资人仅以出资额为限承担 有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全 信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法 不属于地方政府债务。 二、发行人基本情况、历史沿革和股本变动情况 （一）发行人基本情况 发行人是经嘉兴市人,"元 实缴资本 人民币 100,000.00 万元 企业类型 有限责任公司（非自然人投资或控股的法人独资） 经营范围 对授权经营的国有资产进行资本运作、经营管理；基础设施投资、 开发、建设，土地整理；河道疏浚，城乡供水管网建设，企业管理 服务。（依法须经批准的项目，经相关部门批准后方可开展经营活 动） 设立日期 2010-01- | 资产中占比较高，主要系发行人经营的代 建项目放在存货科目中。发行人存在存货占总资产比例较大的风险。 2、市场竞争风险 发行人的业务具有明显区域性特点，在涉足城市基础设施、保障性住房建设 和租赁主要板块业务中，公司在区域内均具有一定竞争优势地位，竞争压力较小， 但公司仍面临着一定的市场风险。随着未来行业政策逐步放开，市场参与者不",true,sch_20260630_0068,nominal_exit,true
