pool_id,source_row_id,province,city,issuer_name,validation_status,label_source,surrogate_status,formal_event_found,formal_event_summary,continued_function_found,continued_function_summary,exit_type,confidence,source_coverage_score,continued_function_evidence_score,alternative_label,missing_information,classification_rationale,evidence_basis,needs_human_review,labeler
master_0011,pilot_js_001_alt_metro,Jiangsu,Nanjing,南京地铁集团有限公司,human_validated,human_gold_standard,not_surrogate,true,"The 2025 prospectus states that Nanjing SASAC bears only limited shareholder liability, that the issuer repays relevant debts as an independent local SOE, that the company does not undertake government financing functions, and that new debt after January 1 2015 is not local-government debt.",true,Formal no-government-financing and no-local-government-debt language coexists with continuing evidence that Nanjing Metro remains the city's urban rail construction operation and resource-development platform. The issuer continues to undertake rail transit investment construction operation and resource development; project capital comes mainly from city and district fiscal funds and demolition funds; follow-on financing relies on syndicated loans and other debt financing; the company receives large subsidies and shareholder capital support; and financing cash flows reflect fiscal funds and bank borrowings tied to ongoing metro construction. Official compliance therefore does not amount to functional disappearance of the rail-infrastructure finance role.,nominal_exit,medium,4,,substantive_exit,This is a specialized metro infrastructure platform rather than a generic urban construction company. The formal event is based on prospectus and legal-opinion compliance language rather than an independently collected platform-list exit notice. The case is retained because the source packet shows a platform-like rail infrastructure finance function and provides a useful high-capacity comparison with Guangzhou Metro and Nanjing Transportation Construction Investment.,Formal no-government-financing and no-local-government-debt language coexists with continuing evidence that Nanjing Metro remains the city's urban rail construction operation and resource-development platform. The issuer continues to undertake rail transit investment construction operation and resource development; project capital comes mainly from city and district fiscal funds and demolition funds; follow-on financing relies on syndicated loans and other debt financing; the company receives large subsidies and shareholder capital support; and financing cash flows reflect fiscal funds and bank borrowings tied to ongoing metro construction. Official compliance therefore does not amount to functional disappearance of the rail-infrastructure finance role.,doc_js_nj_metro_2025_mtn2_004; doc_js_nj_metro_2025_mtn2_004;doc_js_nj_metro_2025_mtn2_002,false,human
master_0012,pilot_gd_003,Guangdong,Foshan,佛山市建设发展集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus states that the issuer was not in the CBIRC local financing platform directory as of December 31 2018 while it also documents fiscal-settlement entrusted-construction projects and land-development functions.,true,"The issuer is formally outside the financing-platform list and denies government purchase service or advance financing, but it continues land development and preparation under SASAC委托 and has fiscally settled entrusted-construction projects. This is best treated as functional transfer/formalization of public project tasks rather than a pure substantive exit.",functional_transfer,medium,4,,nominal_exit,Use as a high-capacity formalization case unless direct former-platform evidence is found.,"The issuer is formally outside the financing-platform list and denies government purchase service or advance financing, but it continues land development and preparation under SASAC委托 and has fiscally settled entrusted-construction projects. This is best treated as functional transfer/formalization of public project tasks rather than a pure substantive exit.",doc_gd_fs_jiantou_2025_mtn_prospectus; doc_gd_fs_jiantou_2025_mtn_prospectus,false,human
master_0013,pilot_gz_001,Guizhou,Guiyang,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0014,pilot_gz_001_alt_chengfa,Guizhou,Guiyang,贵阳市城市发展投资集团股份有限公司,not_validated,codex_surrogate,unresolved,false,,false,,unclear,low,1,0,,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",The available screening record is insufficient for an exit-type label under the frozen codebook.,ChinaBond query returned 1 bond-level record; useful for identifying issuer and tracing prospectus or rating documents,true,Codex GPT-5; conservative source-packet screening
master_0015,pilot_gz_001_alt_rail,Guizhou,Guiyang,贵阳市交通运营集团有限公司,not_validated,codex_surrogate,unresolved,false,,false,,unclear,low,1,0,,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",The available screening record is insufficient for an exit-type label under the frozen codebook.,ChinaBond query returned 1 bond-level record; useful for identifying issuer and tracing prospectus or rating documents,true,Codex GPT-5; conservative source-packet screening
master_0016,pilot_hn_001,Hunan,Changsha,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0017,pilot_sc_001,Sichuan,Chengdu,成都城建投资管理集团有限责任公司,human_validated,human_gold_standard,not_surrogate,true,Issuer prospectus states that the company does not undertake government financing functions and that new debt after 2015 does not legally constitute local government debt.,true,Formal no-government-financing language coexists with continuing evidence that the same issuer remains inside Chengdu infrastructure investment financing fiscal-payment and local-debt-replacement chains.,nominal_exit,medium,3,,substantive_exit,No independent government exit-list document has been collected; the official event is currently based on issuer prospectus compliance language rather than a separate exit-list announcement.,Formal no-government-financing language coexists with continuing evidence that the same issuer remains inside Chengdu infrastructure investment financing fiscal-payment and local-debt-replacement chains.,doc_sc_cd_chengtou_2023_mtn3_prospectus; doc_sc_cd_chengtou_2023_mtn3_prospectus,false,human
master_0018,pilot_sd_003,Shandong,Weifang,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0019,pilot_sn_xian_hightech,Shaanxi,Xian,西安高新控股有限公司,human_validated,human_gold_standard,not_surrogate,true,Issuer disclosures state that the company exited the financing-platform list in 2012 and bank loans became ordinary issuer loans.,true,Official exit is documented but the company continued to serve as an important infrastructure investment construction and entrusted-construction body for Xi'an High-tech Zone after exit; bond and rating materials describe BT or entrusted-construction arrangements government repurchase/project payments and continuing infrastructure financing pressure.,nominal_exit,high,4,,functional_transfer,Exit event is supported by issuer disclosures across 2020 and 2026 rather than by a directly retrieved government exit-list document.,Official exit is documented but the company continued to serve as an important infrastructure investment construction and entrusted-construction body for Xi'an High-tech Zone after exit; bond and rating materials describe BT or entrusted-construction arrangements government repurchase/project payments and continuing infrastructure financing pressure.,doc_sn_xa_hightech_2026_mtn6_006; doc_sn_xa_hightech_2020_mtn1_005;doc_sn_xa_hightech_2020_mtn1_002,false,human
master_0020,pilot_zj_004,Zhejiang,Jinhua,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0021,pilot_zj_003,Zhejiang,Wenzhou,温州市名城建设投资集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Issuer and guarantor disclosures state no government financing function after 2015; the issuer reports that it was outside the 2013 audit platform list and had not entered the banking regulator platform list at the issuer level.,true,The borrower-level compliance language coexists with continuing city-development functions across the municipal construction group: entrusted redevelopment land preparation代建 affordable-housing work public-utility infrastructure investment and fiscal代建 receivables. This pattern is best coded as functional transfer inside a corporate group rather than disappearance of the public function.,functional_transfer,medium,3,,nominal_exit,Treat as a corporate-group functional-transfer case unless later sources show a direct list exit by the same legal entity.,The borrower-level compliance language coexists with continuing city-development functions across the municipal construction group: entrusted redevelopment land preparation代建 affordable-housing work public-utility infrastructure investment and fiscal代建 receivables. This pattern is best coded as functional transfer inside a corporate group rather than disappearance of the public function.,doc_zj_wz_mingcheng_2026_mtn2_prospectus; doc_zj_wz_mingcheng_2026_mtn2_prospectus,false,human
master_0022,pilot_sc_004,Sichuan,Nanchong,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0023,pilot_hn_003,Hunan,Yueyang,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0024,pilot_yn_001,Yunnan,Kunming,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0025,pilot_hn_004,Hunan,Hengyang,衡阳市城市建设投资有限公司,human_validated,human_gold_standard,not_surrogate,true,"Prospectus reports that the issuer exited the local government financing platform enterprise list in September 2011, was brought back into platform management in March 2012 because it undertook affordable-housing construction, and was formally transferred out of CBIRC platform management on February 25 2020.",true,"This is a direct formal-exit case, but the same issuer continued entrusted construction, project financing and settlement with government, land preparation entrusted by planning authorities, infrastructure and affordable-housing construction, fiscal subsidies, and government support. The exit is therefore institutional in name but functionally incomplete.",nominal_exit,high,4,,functional_transfer,Original 2020 regulator transfer-out documentation has not yet been collected outside the prospectus.,"This is a direct formal-exit case, but the same issuer continued entrusted construction, project financing and settlement with government, land preparation entrusted by planning authorities, infrastructure and affordable-housing construction, fiscal subsidies, and government support. The exit is therefore institutional in name but functionally incomplete.",doc_hn_hy_chengtou_2026_mtn2_prospectus; doc_hn_hy_chengtou_2026_mtn2_prospectus,false,human
master_0026,pilot_sd_002,Shandong,Qingdao,青岛城市建设投资(集团)有限责任公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus states that the company does not undertake government financing functions and that new debt after January 1 2015 is not local government debt; the same document also describes a 2014 market-oriented reform and SOE transformation.,true,"Formal no-government-financing language coexists with continuing land-development, urban-renewal, infrastructure-construction, delegated project-management, fiscal-settlement, and policy-loan-administration functions. The same issuer remains a municipal infrastructure and city-renewal vehicle, including projects for which fiscal funds or policy-bank loans support construction and repayment.",nominal_exit,medium,4,,substantive_exit,The current packet relies on issuer disclosures rather than an independent platform-list exit document. The case should be read as nominal exit near the boundary of formal fiscal substitution.,"Formal no-government-financing language coexists with continuing land-development, urban-renewal, infrastructure-construction, delegated project-management, fiscal-settlement, and policy-loan-administration functions. The same issuer remains a municipal infrastructure and city-renewal vehicle, including projects for which fiscal funds or policy-bank loans support construction and repayment.",doc_sd_qd_chengtou_2026_mtn2_001; doc_sd_qd_chengtou_2026_mtn2_001,false,human
master_0027,pilot_yn_003,Yunnan,Yuxi,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0028,pilot_sc_002,Sichuan,Mianyang,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0029,pilot_sd_004,Shandong,Linyi,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0030,pilot_sc_003,Sichuan,Luzhou,泸州市兴泸投资集团有限公司,human_validated,human_gold_standard,not_surrogate,true,The 2023 and 2018 prospectuses state that the issuer does not undertake government financing functions and that new debt after January 1 2015 is not local government debt.,true,"Formal no-government-financing language coexists with a long record of continuing infrastructure investment-financing, government-designated project construction, entrusted-construction receivables, fiscal subsidies, project repurchase payments, and financing-interest support. The same issuer remains central to Luzhou's public-project finance after the formal compliance point.",nominal_exit,medium,4,,substantive_exit,No independent regulator or local government exit-list document has been collected. The label relies on repeated issuer disclosures and rating evidence rather than a direct platform-list exit notice.,"Formal no-government-financing language coexists with a long record of continuing infrastructure investment-financing, government-designated project construction, entrusted-construction receivables, fiscal subsidies, project repurchase payments, and financing-interest support. The same issuer remains central to Luzhou's public-project finance after the formal compliance point.",doc_sc_lz_xinglu_2023_mtn1_007;doc_sc_lz_xinglu_2018_mtn1_prospectus; doc_sc_lz_xinglu_2023_mtn1_007;doc_sc_lz_xinglu_2023_mtn1_003;doc_sc_lz_xinglu_2015_bond_prospectus,false,human
master_0031,pilot_hn_002,Hunan,Zhuzhou,株洲市国有资产投资控股集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Issuer prospectus states that the company exited local government financing platform management in March 2013 after Hunan banking-regulator approval and is no longer on the banking-regulator financing-platform list.,true,Direct formal exit from the platform list is documented but the same issuer continued land preparation major project construction government-entrusted work fiscal settlement and government support. These continuing functions make the formal exit nominal rather than substantive.,nominal_exit,medium,4,,functional_transfer,The final label relies on a 2026 issuer prospectus and legal opinion rather than an independently collected 2013 government exit-list notice. Confidence should rise only if the original Hunan banking-regulator approval or local exit-list document is collected.,Direct formal exit from the platform list is documented but the same issuer continued land preparation major project construction government-entrusted work fiscal settlement and government support. These continuing functions make the formal exit nominal rather than substantive.,doc_hn_zz_guotou_2026_scp1_003; doc_hn_zz_guotou_2026_scp1_005,false,human
master_0032,pilot_yn_004,Yunnan,Honghe,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0033,pilot_gz_004,Guizhou,Bijie,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0034,pilot_gz_002,Guizhou,Zunyi,遵义道桥建设集团有限公司,not_validated,codex_surrogate,unresolved,false,,true,"于1993年,是集合整编当时遵义地区内各县、 市交通部门原有的施工队伍,集全地区交通系统有施工经验的工程技术人 员、施工设备、资产为一体组建而成。为加快新蒲新区基础设施的建设， 遵义市人民政府以遵府办发〔2010〕 248号文件将遵义市新区开发投资有 限责任公司整体划转为遵义市道路桥梁工程有限责任公司的全资子公司， 以加快新火",unclear,low,2,0,,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",The available screening record is insufficient for an exit-type label under the frozen codebook.,doc_gz_zy_daoqiao_2015_bond_prospectus; doc_gz_zy_daoqiao_2015_bond_rating; doc_gz_zy_daoqiao_2022_tracking_rating; doc_gz_zy_daoqiao_2022_debt_restructuring_media_notice; doc_gz_zy_daoqiao_2023_bank_restructuring_notice,true,Codex GPT-5; conservative source-packet screening
master_0035,pilot_yn_002,Yunnan,Qujing,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0036,pilot_js_004,Jiangsu,Xuzhou,徐州市新盛投资控股集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus states that the company does not undertake government financing functions and that new debt after January 1 2015 is not local government debt.,true,Formal no-government-financing language coexists with continuing shantytown redevelopment municipal water-infrastructure construction supporting land preparation government purchase service and entrusted-construction repayment exposure. The issuer also receives capital injections project repurchase support and fiscal subsidies.,nominal_exit,medium,4,,functional_transfer,"The current formal event comes from issuer compliance language, not from an independent government exit-list document.",Formal no-government-financing language coexists with continuing shantytown redevelopment municipal water-infrastructure construction supporting land preparation government purchase service and entrusted-construction repayment exposure. The issuer also receives capital injections project repurchase support and fiscal subsidies.,doc_js_xz_xinsheng_2026_mtn6_prospectus; doc_js_xz_xinsheng_2026_mtn6_prospectus,false,human
master_0037,pilot_gd_004,Guangdong,Zhanjiang,,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,,true,Codex GPT-5; conservative source-packet screening
master_0038,pilot_js_003,Jiangsu,Yancheng,盐城市城市资产投资集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus states that the issuer does not undertake government financing functions and that new debt after January 1 2015 is not local government debt.,true,"Formal no-government-financing language coexists with land-preparation and infrastructure construction functions, a 2013 engineering entrusted-construction agreement with the Yancheng government, and government support for affordable-housing projects.",nominal_exit,medium,4,,functional_transfer,No separate platform-list exit document has been collected.,"Formal no-government-financing language coexists with land-preparation and infrastructure construction functions, a 2013 engineering entrusted-construction agreement with the Yancheng government, and government support for affordable-housing projects.",doc_js_yc_chengzi_2025_mtn2_prospectus; doc_js_yc_chengzi_2025_mtn2_prospectus,false,human
master_0039,pilot_gd_002,Guangdong,Shenzhen,深圳市特区建设发展集团有限公司,not_validated,codex_surrogate,unresolved,false,,true,344.02 亿元，实收资本为 352.02 亿元1，深圳市国资委为公司唯一的股东及实际控制人。 该公司是深圳市重要的科技园区建设及运营企业，还承担了地方重大基础设施项目投建和政府帮扶项目出资职 能。目前，公司业务还涉及工程服务、海洋及绿色环保产业等。 数据基础 尤尼泰振青会计师事务所对该公司 2022-2023 年财务,unclear,low,2,0,,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",The available screening record is insufficient for an exit-type label under the frozen codebook.,doc_gd_sz_tqjf_2025_mtn4_001; doc_gd_sz_tqjf_2025_mtn4_002; doc_gd_sz_tqjf_2025_mtn4_003; doc_gd_sz_tqjf_2025_mtn4_004; doc_gd_sz_tqjf_2025_mtn4_005; doc_gd_sz_tqjf_2025_mtn4_008,true,Codex GPT-5; conservative source-packet screening
