panel_id,case_id,analytic_role,include_in_gold_sample,include_in_historical_capacity_sample,include_in_adjusted_descriptive_sample,include_in_current_validated_model_sample,include_in_full_controls_regression_sample,label_source,exit_type,institutional_change,substantive_exit,nominal_exit,functional_transfer,liquidation,confidence,province,city,control_city,control_unit_id,platform,company_name,capital_or_subprovincial_city,province_fixed_effect,historical_capacity_bin,historical_capacity_label,elite_density_percentile,elite_per_1000_sqkm,jinshi_per_1000_sqkm,juren_per_1000_sqkm,gadm_gid,prefecture_name,prefecture_name_chn,source_coverage_score,continued_function_evidence_score,source_doc_count,source_doc_types,bond_disclosure_quality_status,contemporary_fiscal_capacity_value,contemporary_fiscal_capacity_year,contemporary_fiscal_capacity_source,contemporary_fiscal_capacity_status,gdp_per_capita_value,gdp_per_capita_year,gdp_per_capita_source,gdp_per_capita_status,fiscal_self_sufficiency_value,fiscal_self_sufficiency_year,fiscal_self_sufficiency_source,fiscal_self_sufficiency_status,debt_pressure_value,debt_pressure_year,debt_pressure_bin,debt_pressure_source,debt_pressure_status,land_finance_dependence_value,land_finance_dependence_year,land_finance_dependence_bin,land_finance_dependence_source,land_finance_dependence_status,platform_administrative_level,platform_administrative_level_source,platform_administrative_level_status,surrogate_source_row_ids,surrogate_gold_overlap,surrogate_gold_case_id,surrogate_rows,notes
gold_0018,expand_xj_urumqi_chengtou,gold_outcome,1,0,1,0,0,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Xinjiang,Urumqi,Urumqi,xinjiang_urumqi,乌鲁木齐城市建设投资(集团)有限公司,乌鲁木齐城市建设投资(集团)有限公司,0,Xinjiang,low,Low historical elite density,,,,,,,,4,,9,issuer_commitment;financial_report;prospectus;legal_opinion;rating_report;bookrunner_commitment;financial_statement,multi-source original or near-original packet,,,,to_collect,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Xinjiang western-capital validated case; useful as a low-capacity/high-fiscal-dependence nominal-exit comparison.
gold_0019,expand_zj_yuyao_chengtou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Zhejiang,Yuyao,Ningbo,zhejiang_ningbo,余姚市城市建设投资发展有限公司,余姚市城市建设投资发展有限公司,0,Zhejiang,,,,196.82,149.74,114.63,CHN.31.6_1,Ningbo,宁波市,4,,9,prospectus;financial_statement;accounting_opinion;rating_report;annual_report;legal_opinion;issuance_plan,multi-source original or near-original packet,0.802786,2024,https://static.sse.com.cn/disclosure/bond/announcement/local/c/new/2025-05-16/0000_20250516_TQDC.pdf,source_backed_bond_disclosure_compilation,186379,2024,https://tjgb.hongheiku.com/xjtjgb/xj2020/57318.html,source_backed_official_statistical_communique_reprint,0.802786,2024,https://static.sse.com.cn/disclosure/bond/announcement/local/c/new/2025-05-16/0000_20250516_TQDC.pdf,source_backed_bond_disclosure_compilation,2.232598,2024,,https://www.sfecr.com/upload/file/2025-12/col121/1767082353593.pdf,source_backed_secondary_compilation,0.402688,2024,,https://static.sse.com.cn/disclosure/bond/announcement/local/c/new/2026-06-18/0000_20260618_TUIO.pdf,source_backed_bond_disclosure_compilation,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,New Zhejiang county-level coastal validated case; useful for distinguishing formal fiscal compliance from continued platform use in a stronger local fiscal environment.
gold_0020,expand_js_taizhou_jindong,gold_outcome,1,1,1,1,1,human_gold_standard,functional_transfer,1,0,0,1,0,medium,Jiangsu,Taizhou,Taizhou,jiangsu_taizhou,泰州市金东城市建设投资集团有限公司,泰州市金东城市建设投资集团有限公司,0,Jiangsu,,,,49.99,36.50,25.26,CHN.15.8_1,Taizhou,泰州市,4,,7,financial_report;prospectus;legal_opinion;issuance_plan;financial_statement,multi-source original or near-original packet,0.651042,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,156000,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,0.651042,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,2.903880,2024,,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,0.928225,2024,,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Jiangsu prefecture-level validated case; useful as a clear functional-transfer example because the prospectus documents post-2018 project-management and settlement restructuring.
gold_0021,expand_hlj_harbin_chengtou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,high,Heilongjiang,Harbin,Harbin,heilongjiang_harbin,哈尔滨市城市建设投资集团有限公司,哈尔滨市城市建设投资集团有限公司,1,Heilongjiang,,,,0.02,0.00,0.02,CHN.11.3_1,Harbin,哈尔滨市,4,,7,financial_report;prospectus;financial_statement;legal_opinion;issuance_plan,multi-source original or near-original packet,0.268607,2024,https://www.harbin.gov.cn/haerbin/c104524/202503/c01_1048804.shtml,calculated_from_source_backed_budget_revenue_and_expenditure,64483,2024,https://www.harbin.gov.cn/haerbin/c104569/202506/1063449/files/2024%E5%B9%B4%E5%93%88%E5%B0%94%E6%BB%A8%E5%B8%82%E5%9B%BD%E6%B0%91%E7%BB%8F%E5%92%8C%E7%A4%BE%E4%BC%9A%E5%8F%91%E5%B1%95%E7%BB%9F%E8%AE%A1%E5%85%AC%E6%8A%A5.pdf,calculated_from_2024_gdp_and_registered_population_proxy,0.268607,2024,https://www.harbin.gov.cn/haerbin/c104524/202503/c01_1048804.shtml,calculated_from_source_backed_budget_revenue_and_expenditure,10.320604,2024,,https://www.harbin.gov.cn/haerbin/c104524/202503/c01_1048804.shtml,source_backed_official_debt_report,0.179988,2024,,https://www.harbin.gov.cn/haerbin/c104524/202503/c01_1048804.shtml,source_backed_official_budget_report,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Northeast provincial-capital high-confidence exit-list case.
gold_0022,expand_hb_xiaogan_chengtou,gold_outcome,1,1,1,1,0,human_gold_standard,functional_transfer,1,0,0,1,0,medium,Hubei,Xiaogan,Xiaogan,hubei_xiaogan,孝感市城市建设投资公司,孝感市城市建设投资公司,0,Hubei,,,,45.71,25.78,24.54,CHN.13.16_1,Xiaogan,孝感市,4,,8,legal_opinion;financial_statement;financial_report;prospectus;issuer_commitment;bookrunner_commitment,multi-source original or near-original packet,,,,to_collect,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New central-prefecture functional-transfer and fiscal-substitution case.
gold_0023,expand_tj_jinghai_chengtou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,high,Tianjin,Jinghai,Tianjin,tianjin_tianjin,天津市静海城市基础设施建设投资集团有限公司,天津市静海城市基础设施建设投资集团有限公司,0,Tianjin,,,,76.32,29.38,51.40,CHN.27.1_1,Tianjin,天津|天津,4,,9,issuance_plan;prospectus;financial_statement;financial_report;rating_report;legal_opinion,multi-source original or near-original packet,0.588391,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,132143,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,0.588391,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,6.279889,2024,,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,0.322631,2024,,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,New Tianjin district high-confidence direct platform-list exit case.
gold_0024,expand_jx_zhanggong_jiantou,gold_outcome,1,1,1,1,0,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangxi,Ganzhou Zhanggong,Ganzhou,jiangxi_ganzhou,赣州市章贡区建设投资集团有限公司,赣州市章贡区建设投资集团有限公司,0,Jiangxi,,,,10.48,5.72,5.74,CHN.16.2_1,Ganzhou,赣州市,4,,9,rating_report;issuance_plan;prospectus;issuer_commitment;legal_opinion;financial_statement;financial_report,multi-source original or near-original packet,,,,to_collect,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,New Jiangxi core-district nominal-exit case with unusually rich fiscal-settlement and transfer-loan evidence.
gold_0025,expand_zj_wenling_guotou,gold_outcome,1,1,1,1,1,human_gold_standard,functional_transfer,1,0,0,1,0,medium,Zhejiang,Wenling,Taizhou,zhejiang_taizhou,温岭市国有资产投资集团有限公司,温岭市国有资产投资集团有限公司,0,Zhejiang,,,,36.81,30.16,22.36,CHN.31.9_1,Taizhou,台州市,3,,6,financial_statement;issuance_plan;legal_opinion;financial_report;prospectus,multi-source original or near-original packet,0.595081,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2787/site/attach/0/b49cc0874e5f4cd89c0dd0a0e007972e.pdf,source_backed_official_budget_report,98921,2024,https://www.zgrkk.com/reports/335.html,calculated_from_source_backed_statistical_communique,0.595081,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2787/site/attach/0/b49cc0874e5f4cd89c0dd0a0e007972e.pdf,source_backed_official_budget_report,4.645890,2024,,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2787/site/attach/0/b49cc0874e5f4cd89c0dd0a0e007972e.pdf,source_backed_official_budget_report,0.976102,2024,,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2787/site/attach/0/b49cc0874e5f4cd89c0dd0a0e007972e.pdf,source_backed_official_budget_report,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,New Zhejiang county-level functional-transfer case; useful as a fiscal-project-funding contrast to nominal-exit cases.
gold_0026,expand_js_yixing_chengfa,gold_outcome,1,1,1,1,1,human_gold_standard,functional_transfer,1,0,0,1,0,medium,Jiangsu,Yixing,Wuxi,jiangsu_wuxi,宜兴市城市发展投资有限公司,宜兴市城市发展投资有限公司,0,Jiangsu,,,,207.55,173.25,84.24,CHN.15.9_1,Wuxi,无锡市,3,,7,financial_report;issuance_plan;prospectus;legal_opinion;financial_statement,multi-source original or near-original packet,0.902100,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,216800,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,0.902100,2024,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,2.156633,2024,,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,0.660521,2024,,https://www.lhratings.com/file/g04c6e7d612.pdf,source_backed_rating_report_compilation,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,New Jiangsu county-level functional-transfer case; useful as a high-capacity fiscal-management example.
gold_0027,expand_fj_fuzhou_guozi,gold_outcome,1,1,1,1,1,human_gold_standard,functional_transfer,1,0,0,1,0,medium,Fujian,Fuzhou,Fuzhou,fujian_fuzhou,福州国有资本投资运营集团有限公司,福州国有资本投资运营集团有限公司,0,Fujian,low,Low historical elite density,,218.49,128.28,125.54,CHN.4.1_1,Fuzhou,福州市,4,,8,financial_report;rating_report;prospectus;financial_statement;legal_opinion;issuance_plan,multi-source original or near-original packet,0.734036,2024,https://www.fuzhou.gov.cn/zgfzzt/czzj/bjndyjs/zfysgk/202501/t20250127_4970241.htm,source_backed_official_budget_report,167787,2024,https://www.fuzhou.gov.cn/zwgk/tjxx/ndbg/202504/t20250403_4999354.htm,source_backed_official_statistical_communique,0.734036,2024,https://www.fuzhou.gov.cn/zgfzzt/czzj/bjndyjs/zfysgk/202501/t20250127_4970241.htm,source_backed_official_budget_report,3.678468,2024,,https://www.fuzhou.gov.cn/zgfzzt/czzj/bjndyjs/zfysgk/202501/t20250127_4970241.htm,source_backed_official_budget_report,0.815829,2024,,https://www.fuzhou.gov.cn/zgfzzt/czzj/bjndyjs/zfysgk/202501/t20250127_4970241.htm,source_backed_official_budget_report,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Fuzhou state-capital-operation case; useful paired with the existing Fuzhou Chengtou case to show within-city differentiation across platforms.
gold_0028,expand_js_zhenjiang_industry,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangsu,Zhenjiang,Zhenjiang,jiangsu_zhenjiang,镇江产业投资控股集团有限公司,镇江产业投资控股集团有限公司,0,Jiangsu,,,,133.11,89.26,67.60,CHN.15.13_1,Zhenjiang,镇江市,3,,7,financial_report;financial_statement;legal_opinion;prospectus;issuance_plan,multi-source original or near-original packet,0.581333,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-28/188765_20250628_CY6T.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,171700,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-08-19/243510_20250819_Q19V.pdf,source_backed_rating_report_compilation,0.581333,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-28/188765_20250628_CY6T.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,8.184133,2024,,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-28/188765_20250628_CY6T.pdf,source_backed_rating_report_compilation,1.443195,2024,,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-28/188765_20250628_CY6T.pdf,source_backed_rating_report_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Jiangsu boundary case; useful for distinguishing nominal exit from partial functional transfer.
gold_0029,expand_js_jiangning_guozi,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,high,Jiangsu,Nanjing Jiangning,Nanjing,jiangsu_nanjing,南京江宁国有资产经营集团有限公司,南京江宁国有资产经营集团有限公司,0,Jiangsu,,,,101.55,67.85,52.82,CHN.15.4_1,Nanjing,南京市,4,,9,financial_report;issuance_plan;bookrunner_commitment;prospectus;financial_statement;legal_opinion,multi-source original or near-original packet,0.935939,2024,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,193500,2024,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,0.935939,2024,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,2.294182,2024,,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,0.587455,2024,,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,New high-confidence Jiangsu district nominal-exit case.
gold_0030,expand_js_changshu_invest,gold_outcome,1,1,1,1,1,human_gold_standard,functional_transfer,1,0,0,1,0,medium,Jiangsu,Changshu,Suzhou,jiangsu_suzhou,常熟市投资控股集团有限公司,常熟市投资控股集团有限公司,0,Jiangsu,,,,314.34,227.45,168.34,CHN.15.7_1,Suzhou,苏州市,3,,2,prospectus;legal_opinion,multi-source original or near-original packet,0.944982,2024,https://www.suzhou.gov.cn/szsrmzf/czyjsbg/202502/e4d4339343ca471ca41096fa89b006bf/files/e38f102f6f3941189a6887fb35929d52.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,206000,2024,https://www.suzhou.gov.cn/szsrmzf/ndgmjjhshfztjsjfb/202506/c413b01f30224b7ba5ddbc1768cabe5c.shtml,source_backed_official_statistical_communique,0.944982,2024,https://www.suzhou.gov.cn/szsrmzf/czyjsbg/202502/e4d4339343ca471ca41096fa89b006bf/files/e38f102f6f3941189a6887fb35929d52.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,1.487520,2024,,https://www.suzhou.gov.cn/szsrmzf/czyjsbg/202502/e4d4339343ca471ca41096fa89b006bf/files/e38f102f6f3941189a6887fb35929d52.pdf,source_backed_official_budget_report,0.426205,2024,,https://www.suzhou.gov.cn/szsrmzf/czyjsbg/202502/e4d4339343ca471ca41096fa89b006bf/files/e38f102f6f3941189a6887fb35929d52.pdf,source_backed_official_budget_report,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,New Jiangsu county-level functional-transfer case; useful counterweight to high-confidence nominal cases.
gold_0031,expand_ah_suzhou_chengtou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Anhui,Suzhou,Suzhou,anhui_suzhou,宿州市城市建设投资集团(控股)有限公司,宿州市城市建设投资集团(控股)有限公司,0,Anhui,,,,6.80,4.30,4.30,CHN.1.14_1,Suzhou,宿州市,4,,8,commitment_letter;financial_statement;legal_opinion;prospectus;issuance_plan,multi-source original or near-original packet,0.331720,2024,https://www.lhratings.com/reports/B1610-P62794-2022-GZ2025.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,46900,2024,https://www.lhratings.com/reports/B1610-P62794-2022-GZ2025.pdf,source_backed_rating_report_compilation,0.331720,2024,https://www.lhratings.com/reports/B1610-P62794-2022-GZ2025.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,6.034650,2024,,https://www.lhratings.com/reports/B1610-P62794-2022-GZ2025.pdf,source_backed_rating_report_compilation,0.496307,2024,,https://www.lhratings.com/reports/B1610-P62794-2022-GZ2025.pdf,source_backed_rating_report_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Anhui validated case from the June 30 Shanghai Clearing candidate harvest; useful as a high-priority nominal-exit example in an inland prefecture.
gold_0032,expand_hb_huangshi_chengfa,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Hubei,Huangshi,Huangshi,hubei_huangshi,黄石市城市发展投资集团有限公司,黄石市城市发展投资集团有限公司,0,Hubei,,,,19.39,14.38,8.50,CHN.13.4_1,Huangshi,黄石市,3,,9,prospectus;financial_statement;issuance_plan;issuance_disclosure_document;legal_opinion,multi-source original or near-original packet,0.568850,2024,https://czj.huangshi.gov.cn/2020xxgkzn/2020gknr/2020czzj/sbjyjs/202502/t20250225_1197211.html,source_backed_official_budget_report,94683,2024,https://tjj.hubei.gov.cn/tjsj/tjgb/ndtjgb/sztjgb/202504/P020250422587041236141.pdf,source_backed_official_statistical_communique,0.568850,2024,https://czj.huangshi.gov.cn/2020xxgkzn/2020gknr/2020czzj/sbjyjs/202502/t20250225_1197211.html,source_backed_official_budget_report,3.462611,2024,,https://czj.huangshi.gov.cn/2020xxgkzn/2020gknr/2020czzj/sbjyjs/202502/t20250225_1197211.html,source_backed_official_budget_report,0.242824,2024,,https://czj.huangshi.gov.cn/2020xxgkzn/2020gknr/2020czzj/sbjyjs/202502/t20250225_1197211.html,source_backed_official_budget_report_city_direct_proxy,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Hubei validated case from the June 30 Shanghai Clearing candidate harvest; useful as a central-prefecture nominal-exit case with explicit fiscal-dependence evidence.
gold_0033,expand_js_yancheng_chengnan,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangsu,Yancheng,Yancheng,jiangsu_yancheng,盐城市城南新区开发建设投资有限公司,盐城市城南新区开发建设投资有限公司,0,Jiangsu,,,,2.21,1.82,0.65,CHN.15.11_1,Yancheng,盐城市,4,,7,issuance_plan;prospectus;financial_statement;legal_opinion;issuance_disclosure_document,multi-source original or near-original packet,0.436258,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,116400,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,0.436258,2024,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,3.953245,2024,,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,1.472995,2024,,https://www.lhratings.com/file/g0fa6dcb35d.pdf,source_backed_secondary_compilation,district_or_development_zone_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Yancheng same-city expansion case; useful for comparing district-level development platforms with the existing Yancheng City Asset case.
gold_0034,expand_js_suzhou_xiangcheng,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangsu,Suzhou Xiangcheng,Suzhou,jiangsu_suzhou,苏州市相城城市建设投资(集团)有限公司,苏州市相城城市建设投资(集团)有限公司,0,Jiangsu,,,,314.34,227.45,168.34,CHN.15.7_1,Suzhou,苏州市,4,,9,issuance_disclosure_document;financial_statement;issuance_plan;legal_opinion;prospectus,multi-source original or near-original packet,0.944982,2024,https://www.suzhou.gov.cn/szsrmzf/czyjsbg/202502/e4d4339343ca471ca41096fa89b006bf/files/e38f102f6f3941189a6887fb35929d52.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,206000,2024,https://www.suzhou.gov.cn/szsrmzf/ndgmjjhshfztjsjfb/202506/c413b01f30224b7ba5ddbc1768cabe5c.shtml,source_backed_official_statistical_communique,0.944982,2024,https://www.suzhou.gov.cn/szsrmzf/czyjsbg/202502/e4d4339343ca471ca41096fa89b006bf/files/e38f102f6f3941189a6887fb35929d52.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,1.487520,2024,,https://www.suzhou.gov.cn/szsrmzf/czyjsbg/202502/e4d4339343ca471ca41096fa89b006bf/files/e38f102f6f3941189a6887fb35929d52.pdf,source_backed_official_budget_report,0.426205,2024,,https://www.suzhou.gov.cn/szsrmzf/czyjsbg/202502/e4d4339343ca471ca41096fa89b006bf/files/e38f102f6f3941189a6887fb35929d52.pdf,source_backed_official_budget_report,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,New Suzhou district validated case; useful high-capacity nominal-exit comparison to Suzhou city-level and Ningbo/Guangzhou cases.
gold_0035,expand_sd_linyi_chengtou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Shandong,Linyi,Linyi,shandong_linyi,临沂城市建设投资集团有限公司,临沂城市建设投资集团有限公司,0,Shandong,,,,12.48,7.35,6.70,CHN.23.9_1,Linyi,临沂市,4,,9,issuance_disclosure_document;issuance_plan;prospectus;legal_opinion;financial_statement,multi-source original or near-original packet,0.479839,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,59904,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,calculated_from_2024_gdp_and_2023_population_proxy,0.479839,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,4.172590,2024,,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,source_backed_rating_report_compilation,0.567544,2024,,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-30/184100_20250630_CSJJ.pdf,source_backed_rating_report_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Shandong prefecture-level nominal-exit case; useful for expanding the inland/coastal comparison outside Jiangsu and Zhejiang.
gold_0036,expand_jx_jian_chengtou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangxi,Ji'an,Ji'an,jiangxi_jian,吉安市城市建设投资开发有限公司,吉安市城市建设投资开发有限公司,0,Jiangxi,,,,60.86,49.14,32.85,CHN.16.3_1,Ji'an,吉安市,4,,8,issuance_disclosure_document;legal_opinion;rating_report;issuance_plan;prospectus;financial_statement,multi-source original or near-original packet,0.313800,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,66781,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,0.313800,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,6.232181,2024,,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,0.347382,2024,,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-27/152785_20250627_08J0.pdf,source_backed_rating_report_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Jiangxi inland nominal-exit case; useful for low- and middle-capacity comparison with stronger coastal cases.
gold_0037,expand_hen_luoyang_chengxiang,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Henan,Luoyang,Luoyang,henan_luoyang,洛阳城乡建设投资集团有限公司,洛阳城乡建设投资集团有限公司,0,Henan,,,,22.14,18.61,9.71,CHN.12.7_1,Luoyang,洛阳市,4,,12,issuance_plan;financial_statement;commitment_letter;legal_opinion;prospectus,multi-source original or near-original packet,0.579795,2024,https://oss.ly.gov.cn/upload-file/files/20250312/abf998d372d7492b98d4a795eabea0f1.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,82172,2024,https://www.ly.gov.cn/2025/04-30/565379.html,calculated_from_source_backed_gdp_and_population,0.579795,2024,https://oss.ly.gov.cn/upload-file/files/20250312/abf998d372d7492b98d4a795eabea0f1.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,3.807815,2024,,https://oss.ly.gov.cn/upload-file/files/20250312/abf998d372d7492b98d4a795eabea0f1.pdf,source_backed_official_budget_report,0.662816,2024,,https://oss.ly.gov.cn/upload-file/files/20250312/abf998d372d7492b98d4a795eabea0f1.pdf,source_backed_official_budget_report,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Henan nominal-exit case; useful for expanding the inland validated sample.
